Label,First release,Last release,Releases
Les Disques Laser,1984,1987,17
Les Disques Mange-Tout,1998,2001,11
Les Disques Mirage,1996,2001,13
Les Disques Palmiers,1985,1992,18
Les Disques SRC / CBC Records,1990,2001,17
Les Disques Seppuku,2000,2005,11
Les Disques Summum,1992,1994,16
Les Disques Tox,1990,1998,21
Les Disques URSH,1992,2002,13
Les Disques du Crépuscule,1982,2004,14
Les Editions Clown Samuel Inc.,1981,1983,14
Les Editions Du Petit Véhicule,1984,1988,13
Les Entreprises Radio-Canada,1982,1985,17
Les Grands Compositeurs,2002,2002,13
Les Génies Du Blues,1992,1993,12
Les Nourritures Terrestres,1984,1985,16
Les Pages Noires,1986,1997,20
Les Paradise,1998,2002,18
Les Productions Deauville Inc.,1993,1993,11
Les Productions Du Fer,1989,2000,21
Les Productions Gilbert Morin Inc.,1989,1991,15
Les Productions Radisson Inc.,1998,1999,15
Les Productions de L'encrier Ltée,1993,1993,11
Les Triomphes De La Musique Classique,2001,2001,19
Les Troubadours Du Chaos,1999,2005,15
Les Éditions De L'Écritoire,1989,2001,13
Les Éditions Du Champ De Mars,1984,1985,11
Les Éditions La Fête,1986,1987,17
Les Éditions Leïla,1986,1991,12
Leslie (2),1983,2001,21
Lester Productions,1995,1998,17
Let It Shine,1981,1981,15
Let's Dance (4),1995,1997,13
Let's Go Records,1986,1987,16
Let's Go To War,2005,2005,12
Let's Go! Records,1998,1998,12
Let's Make Our Own Records,1987,1990,19
Let's Rock! Records,2000,2001,21
Lethal Beat Records,1990,1990,20
Level 2,1995,1996,17
Level 4,1992,1992,11
Level Music,1985,2005,16
Level One,1999,2005,16
Level Records (2),1992,1994,11
Level Records (3),1987,1990,22
Level Vibes! Records,1984,1984,21
Levent Müzik Yapım,1995,2000,15
Leviathan Recordings,2000,2000,11
Levitan Distribution,1989,1989,24
"Lexington Co., Ltd.",1993,1994,21
Lexus International,1992,1993,13
Lexus Promotions,1995,1995,20
Leypzik Records,1995,1999,18
Lez'Art Music,2002,2004,14
Li-Sem Enterprises,1981,1983,16
LiTime Records,1995,1995,23
Liaison Records,1984,1991,13
Libelle (2),1987,1998,22
Liberation & Ecstasy,1996,1996,12
Libertad O Muerte,1996,1999,14
Libertine Records,1982,1986,11
Liberty/SBK Records,1991,1991,11
Libra Records,1991,1994,16
Library Records,1998,2003,23
Libération,1991,1995,24
Lic. Prod.,1989,1989,13
Lice Records,1983,1985,14
Lickin' Records (2),2002,2002,12
Licorice Soul Records,2003,2005,19
Licorice Tree Records,2004,2004,13
LidRock,2003,2004,18
Lidkercow Ltd.,2004,2005,13
Lidocaine Records,1997,1998,20
Liekedeler Musikproduktionen,1997,2005,25
Lietuvos Radijas Ir Televizija,1996,2001,21
Life & Death Records,1986,1988,14
Life (17),1981,1981,11
Life (3),1994,1995,15
Life Fluid Productions,2000,2001,13
Life Force Records,1983,1995,12
Life In A Box,2002,2004,12
Life Music,1999,2000,19
Life On Mars,1997,1998,13
Life Or Death Records,1995,1999,14
Life Records (2),1999,2001,14
Lifeforce,1998,2001,12
Lifeless Records,1997,2005,15
Lifelike,2000,2003,20
Lifesaver Records,1999,2000,13
Lifestyle Records,1998,1999,16
Lifestyles Records,1994,1994,25
"Lifetime Classics, Inc.",1994,1994,16
Lifetime Music,2000,2002,11
Liga Records,1992,1995,16
Light And Dark,1999,2002,16
Light Group,2002,2002,12
Light Unlimited,1982,1993,21
Lightbeat Records,1982,1982,22
Lightbringer,1987,1993,14
Lightning Tree,2003,2004,16
Lights Out Recordings,1985,1986,13
Ligonier Ministries,1997,1999,12
Lihatuotanto,1984,1985,14
Lik Recordings,1995,2000,21
Like Records,2003,2003,14
Liko Records,1987,1990,19
Likvidér,1981,1984,22
Lilith (2),1996,2003,19
Lillenas,1983,1994,22
Limbless Records,2002,2004,24
Limburger Records,1994,2001,13
Lime Light Records,1980,1980,13
Lime Limited,2001,2003,14
Lime Street Records (2),1995,2000,19
Limekiln Records,2002,2003,13
Limelight Records (2),1986,2001,17
Limestone Recordings,2003,2004,12
Limited Blues,1998,1999,23
Limited Club Edition,1987,1988,14
Limited Edition (8),1991,2002,23
Limited Edition Records (6),1998,2003,11
Limited Potential Records,1986,1994,24
Limited Sedition,1998,1998,20
Limo Life Records,1995,1995,19
Linden Music,1990,1991,24
Linden Sounds,1980,1987,15
Lineca,1993,1993,13
Lingo Records,1993,1993,12
Lingo Records (4),1987,1987,17
Linguablanca Recordings,2002,2005,11
Lino Vinyl,1996,1997,15
Linster Studios,1983,2002,15
Linz,1988,1993,18
Lion And Roots,1998,1998,23
Lions Gate Films,1999,2005,11
Lip Records,1981,1999,11
Liphone Records,1992,1997,17
Lipop Record,1991,1996,24
Lips,1996,1996,15
Lipstick Records (2),1998,1998,13
Liquefaction Empire,1998,1999,24
Liquid,1996,1998,21
Liquid (3),2000,2001,12
Liquid Adrenaline,1998,1998,16
Liquid City,1996,2002,12
Liquid Music,1991,1991,22
Liquid Records (7),1996,1997,11
Liquid Records (9),1993,1996,18
Liquid Space,1999,2001,18
LiquidTrax,1988,2000,13
Lirik Müzik,1996,1996,14
Lis,1980,1988,16
Lismor Deluxe,1981,1986,23
Listen Easy,1989,1993,13
Listen To Reason,2002,2002,13
Listen Up Records & Tapes,1998,1998,11
Listener's Choice,1991,1994,23
Literatur Amadeo,1982,1984,11
Lithium Records (4),1998,1999,18
Little Army Recordings,1997,2002,11
Little Big Music,2000,2004,21
Little Big Records (2),1990,2001,15
Little Brother Records,1993,1997,21
Little Fluffy Records,1997,1999,21
Little Fury Things,2001,2001,11
Little Gems,1998,1998,20
Little Indians,1997,1997,18
Little Misty Music,1985,1996,24
Little Plastic Tapes,1999,1999,21
Little Prune Music,1986,1989,17
Little Rock,1991,1993,14
Little Rollers,1994,1995,14
Little Rose Productions,1998,2001,14
Little Snowman,2002,2003,11
Little Star (3),1984,1990,11
Littlebird Record,1998,2001,18
Lituanus,1991,1992,24
Live & Alive,1985,1993,25
Live At EJ's,1996,1996,16
Live Music Edizioni,1996,1998,15
Live Recordings,1997,1997,21
Live Wire Entertainment,2001,2002,17
Liveanimationprojects,2001,2005,19
Lively Records,1983,1991,13
Livets Ords Förlag,1990,1995,14
Livfe Productions,1997,2002,13
Living Eye Records,1981,2000,14
Living Media India Ltd.,1992,1996,19
Living Room Records (3),1990,2004,11
Living Truth Publishers,1990,1993,11
Living Water Music,2001,2001,14
Livraria E Gravadora Evangélica Belém,1982,1995,18
Lizard (4),1981,1988,17
Lizard Breath Records,1997,2000,12
Lizard Discs,1993,1997,14
Lizard Mull Records,1994,1996,12
Lizard Records (4),1999,2001,13
Lj Records,1984,1986,22
Ljudolf,1988,1997,12
Llist Records,1982,1999,22
Lloydie Crucial Productions,1994,1994,19
Lo End Records,2000,2003,16
Lo Scudo Edizioni,1992,1994,11
Lo-Fi Records (4),2000,2003,13
Lo-Rise Recordings,2002,2002,11
Lobster Licks,2000,2000,19
Local Dealer,1994,2000,12
Local Distribution,2001,2004,23
Local Hero Music,1993,1996,25
Local Underground,1999,2004,16
Locarno Records,2002,2003,16
Loch Ness Productions,1981,1993,18
Locke Records,1998,2002,16
Loco,1982,1986,18
Loep Records,1995,1996,17
Loft (2),1980,1996,19
Loft (3),1996,1998,20
Loft 66 Records,2004,2004,13
Loft Recordings (2),1999,1999,24
Loft Records (3),1989,1992,15
Lofton Creek Records,2003,2003,18
Lofty Storm Records,1995,1997,12
Logart,1995,1996,15
Loggerhead Records,1995,1997,22
Logic Recordings,1987,1990,19
Logic Records UK,1992,1994,19
Logos Music,1994,1995,24
Logos Production,2000,2000,14
Lokos Records,1999,2005,14
Lola Records (3),2000,2004,25
Lolliepop,1980,1981,25
Lollipop (7),1999,2000,12
Lollop,1993,1995,16
Lolo Records,1993,2000,23
London Filmtrax,1985,1985,11
London Independent Records,2002,2002,15
London Musicians' Collective,1980,2004,18
London Popular Arts,1986,1986,17
London Records (5),2001,2005,21
London Republic,2002,2004,18
London Soundz,1993,1995,18
Lone Records,2004,2004,16
Lone Wolf Records,1980,1991,23
Lonesome Loser Records,1993,2003,15
Lonesome Whippoorwill,1990,2000,11
Long Beach Records,1988,2002,19
Long Island Music Co. Ltd.,1994,1995,12
Long Life Recordings,2003,2003,13
Long Live Crime Records,1998,2005,23
Long Play Records,1992,1994,18
Long Play Records (3),1993,2000,25
Longbox Recordings,1998,2000,18
Longhaul,2001,2002,21
Longshot Records (4),1998,2002,15
Longtime Records,2001,2002,11
Look At Me (3),1995,1998,14
Look Left Recordings,1999,2004,21
Look South Records,1988,1998,16
Look The Records,1989,1991,24
Lookalive Records,2000,2004,14
Looking Back Records,1998,1999,17
Looneybin Entertainment Group,1995,2001,11
Loop (2),1987,1988,19
Loop 128 Records,2004,2005,17
Loop Records (12),1994,1997,14
Loop Records (2),1991,1992,15
Loop Records (3),2003,2005,13
Looptown,1994,1998,12
Loopus,2002,2003,11
Loose End Records,1980,1983,22
Loose Ends Records,1992,1995,15
Loose Gold Records,1995,1996,15
Loose Records (2),1983,1996,23
Loose Thread Recordings,1999,1999,22
Loquacious,1999,1999,15
Lora Records,1983,1987,11
Lora Records (2),2005,2005,14
Lorelei Records,1998,2004,15
Loriane Disques,1989,1990,13
Loriz Sounds,1992,1996,19
Los 60 De Los 60,1993,1993,13
Los Entertainment,1993,1996,15
Los Hermanos,2002,2004,15
Los Hooligans,1996,1996,17
Los Labios De Eva,1991,1992,11
Los Lobos Records,1981,2005,14
Los Secuaces,1997,2003,13
Losing Today,1998,2004,15
Lost Chart Records,1994,1994,19
Lost Dog Records (3),1994,1996,12
Lost Highway Records,1998,2004,18
Lost Records (11),2004,2005,14
Lost Records (3),1996,1996,17
Lost Records (9),1984,1986,19
Lost Rose,1990,1992,16
Lost Vinyl,1993,1994,25
Lost World,2002,2003,15
Lotek Records,1996,2003,17
Lots Of Love Records,2004,2004,11
Lotuce Records,1999,2001,13
Lotus (15),1980,1990,13
Lotus Eye Music,1982,1982,21
Lotus Records (2),1981,1981,13
Lou Records,2000,2004,17
Loud & Slow,1996,1997,24
Loud & Wrong Records,1998,2002,11
Loud + Clear Records,2002,2005,18
Loud Cat,1996,2001,19
Loud Culture Records,1994,1994,12
Loud Minority Music,2004,2005,11
Loud Mouth Records (2),1998,2003,22
"Loud, Proud & Punk Records",1995,1999,24
Loudblast,2001,2003,12
Loudspeaker,2001,2003,19
Louie Records,1992,1994,11
Louie Records (2),1996,2002,20
Louis Records (2),1983,1992,14
Lounge Records (2),1998,1999,13
Lounge Records (US),1995,1995,14
Lounging Records,1981,1985,24
Love (3),1993,1995,15
Love (6),1984,1984,12
Love From San Francisco,1994,1996,12
Love Promotions,1997,2000,15
Love Records (5),1985,1986,19
Love Train,1995,1995,22
Lovebeat International,1985,1986,18
Lovelight,1982,1983,24
Lovelost Records,2002,2003,12
Loving Ed Records,1993,1994,20
Low Blow (2),1999,2000,21
Low Dice Records,1995,1999,17
Low Profile,2000,2002,16
Low Rent Operator,2000,2001,11
Low Spirit Recordings (2),1995,2005,17
Low Voltage,1996,1997,12
LowFly Records,1995,1998,17
LowRiders,2004,2004,24
Lowbudget Records,2000,2005,11
Lowdown Records (3),1994,1995,15
Lower Level Records,1987,1988,12
Lowlands,1993,2005,22
Lowlife,1998,1999,14
Lowlife Recordings,1994,1995,17
Lowther International,1981,1981,14
Lt Record (2),1984,1985,11
Ltc,1996,1998,22
Ltd. 440 Hz,1996,1998,25
Luar Music,2001,2004,16
Luca Sossella Editore,2000,2005,11
Luca Specials,1995,1996,12
LucasArts,1995,1999,12
Luce Music,2002,2002,11
Lucente,2002,2004,12
Lucertola Media,1994,1994,13
Lucky Country (2),1993,1993,18
Lucky Garage Record Company,1994,1996,11
Lucky Pierre Recordings,2001,2005,13
Lucky Seven Records (2),1997,2002,19
Lucky Star Records,2000,2002,24
Lucky Star's Entertainment,2000,2002,17
Lucky Strike,1988,1988,19
LuckySong Entertainment,2004,2005,11
Ludell Records,2002,2002,13
Ludi Sounds,1991,1996,24
Lufthanfa Records,1997,1997,12
Luger,1994,2000,11
Lumar Music,1990,1991,18
Lumbago Records,1998,2002,20
Lumberjack Records (2),1993,1996,15
Lumi Records,1993,1999,11
Lumina Records Ltd.,1981,1985,14
Luminal Records,2002,2003,16
Luminous Music (2),1998,1998,11
Lumivision,1982,1997,21
Luna (9),1986,1991,14
Luna Bisonte Prods,1985,1994,20
Luna Nueva,1997,2005,16
Luna Records,1992,2005,23
Luna Records (2),1995,2002,15
LunaDisco S.L.,1998,1999,23
Lunacy Records (6),1992,2001,13
Lunamoth,1994,1995,14
Lunar Tunes,1998,1998,18
Lunar/CD,1989,1989,20
Lunasound Recording,2000,2001,18
Lunastrass Records,1997,1998,16
Lunatic Propaganda,1986,1988,15
Lunaticworks,2001,2005,21
Lunchbox Recordings,1999,1999,16
Lund Castle Core Records,1992,1997,13
Lund Records,1995,1995,14
Lundra,1991,2005,13
Lung Function Records,1981,1982,20
Lungcast Records,1991,2003,20
Lup Records,1995,1995,14
Lupeca,1997,2002,17
Lupulus,1990,1992,22
LuraMedia,1982,1985,12
Lush Music,2000,2003,21
Lush Records (3),1993,1996,20
Lush Tales,1992,2002,22
Lusogram,1999,2002,13
Lust For Live,1987,1987,12
Lust Recordings,1990,1991,14
Lutecia Productions,2000,2005,13
Luther Campbell Music,1996,1997,19
Luv Records (3),1983,1987,13
Luveable Nurse,1996,1997,12
Lux (5),1989,1994,14
Luxor,2001,2003,12
Luxury Lounge,1999,2001,19
Luxus,1997,1999,23
Luxus Records,1991,1992,12
Lx Music LTD,1983,1987,18
Lymph Products,1982,1991,11
Lyn + Torden,1980,1982,11
Lynx White Label,2002,2003,13
Lyons Gate Records,1994,1994,11
Lyr.x Records,1994,1997,12
Lyra Lyroderma,1985,1985,14
Lyrichord Early Music Series,1994,2005,16
Lyrick Studios,1997,1998,20
Lyxvax,1983,1990,12
Läkarmissionen,1998,2002,15
Läsk,1997,1997,12
Léman Classics,1989,1994,11
Lézer Kft,1993,2004,22
L•P Records,1987,1997,22
M & R Music,1983,1987,11
M (2),1991,1993,16
M Audio-Video Produkcija,1990,1993,16
M Power Records,1993,2001,16
M Record (3),1999,2002,22
M Records (11),2001,2004,15
M Records (4),1996,1996,13
M Records (6),1988,1989,16
M Theory,2003,2005,15
M Trax,2000,2003,12
M&B Music,2002,2002,20
M&I Music,2002,2004,16
M&M Enterprises,1990,1991,16
M&M Records (13),1993,1994,15
M&M Records (5),1986,1986,12
M&T Tuotanto,1984,1984,13
M'du Records,1996,1997,23
M's Place,1998,2000,25
M*A*S*H,2003,2004,17
M-Phatic! Music,2001,2001,19
M-Pire Records (2),1989,1989,11
M-Theory Records,1999,2004,13
M. Sound,1985,1987,16
M.A. Records (2),1990,1996,22
M.A.D.D,1988,1994,15
M.A.P.,1994,2001,13
M.A.S (2),1990,1990,17
M.A.S.H.,1998,2001,21
M.A.Y. Production,1995,1995,25
M.Art.Musik,2003,2003,14
M.B.R. Records,1991,1992,16
M.C.R. Productions B.V.,1981,1982,13
M.G.F. Music,1985,1988,22
M.I.A. Recording Corp.,1996,1999,18
M.M.D. Productions,1994,2000,13
M.O.B. Records,1998,2001,16
M.O.O.D.,1995,2003,12
M.O.S. Records,1991,1991,13
M.R.P.,1989,1995,24
M.Records,2002,2003,25
M.U.D.D. Industries,1992,1993,20
M10 Records,1990,2000,25
M3,1996,1996,15
M3 Records,1999,2002,24
M4TR Productions,1988,1991,14
M6,1994,2002,19
M:S:H Music Group,2000,2002,15
MAC D Records,1992,1993,25
MACH I,1982,1982,12
MADYATCH RECORDS,1995,1997,16
MAM Productions,1996,2003,12
MAMA Records (3),2003,2005,16
MAP Tapes,1981,1982,15
MAS Plak ve Film,1988,1988,23
MAS Records,2000,2000,21
MASA Records,1991,1996,17
MAT (2),1994,2005,18
MAT Records (2),1994,1996,17
MAX CD,1998,1998,13
MAX Music,1990,1999,13
MB Records,1999,2001,14
MB Records (2),1997,2000,11
MB Records (8),1992,2003,20
MB5,1984,1985,11
MBC (2),1987,1993,12
MBC Productions,1994,1996,17
MBE (2),2000,2004,13
MBI Χρόνος,1993,1996,20
MBO Group,2004,2005,21
MBO Records,1995,1995,13
MBS Records (3),1986,1989,14
MC (7),1992,1995,13
MC D Knife Records,1996,1996,11
MC Productions Inc,1994,1996,21
MC Records (16),1994,1995,19
"MCA Music Entertainment, Lda",1996,1997,11
MCA Music Publishing,1985,1994,14
MCA Records Nashville,1986,2001,24
MCA Strategic Marketing,1994,1995,22
MCA Universal,1987,1999,25
MCD,2002,2003,13
MCD Magazine,1992,1993,14
MCF (6),1999,2003,12
MCG,1996,1996,13
MCP Records,1993,1993,12
MCP Sound & Media GmbH,2002,2005,14
MCR,1992,1997,14
MCR UK,1991,1992,15
MCS,1986,1993,13
MCS Records,1982,1996,19
MCSA Entertainment,2004,2005,20
MCY,2001,2002,14
MD MC,1995,1995,23
MD Records (18),1996,1996,19
MD Records (2),1991,1991,11
MD&A,1997,1999,13
MDA Records (2),1993,1995,14
MDC Digital,1990,1992,13
MDC Music Design & Concepts,2000,2002,11
MDC Producciones,1997,1998,19
MDC Records,1994,1994,14
MDL Erika-Musikverlag,1993,1993,13
MDMA Music Ltd,1998,2001,16
MDMA Records,1999,2005,13
MDS Records (2),1996,2000,12
MEC Entertainment Ltd.,1999,1999,16
MECA Records,1983,1984,21
MEP (2),1986,1994,23
MFA - Radio France,1991,1998,19
MFF Records,1992,1993,13
MFM Independent Records,1992,1994,16
MG Sorabia,1992,1992,20
MGB Records,1996,1998,11
MGC Records,1991,1998,11
MGL Granite Records,1994,1995,25
MGN Music,1992,1994,15
MGS (4),1984,1984,13
MIA Records (5),1996,1996,11
MIDI Creative,1995,2002,13
MIDO Enterprize,1989,1999,14
MIG Records (2),2003,2005,20
MILS,1980,1990,23
MIROP International Business Records,1999,1999,22
MJ,1988,1991,19
MJR Records,1993,1993,12
MKS Records,1994,1994,14
MKW Records,1984,2005,15
MM Music (2),1981,1983,17
MM Records (10),1993,1995,13
MM Records (15),1992,1995,11
MMA Music,1986,1989,11
MMG/Vox Prima,1985,1987,16
MMI (2),1980,1988,20
MML (2),1982,1984,16
MMO Power,1984,1989,13
MMS CLASSIX,1988,1988,14
MMT Records,1988,1992,17
MMX Media Music,2002,2002,13
MNW Records,1990,1990,13
MNW Records Group AB,1994,2001,19
MO DA MU,1981,1987,15
MOD Müzik,2001,2005,21
MOFA Schallplatten,2001,2001,23
MP Music Prod.,1990,1991,21
MP3START-MUSIC,2003,2003,15
MPA Japan,1993,1998,12
MPB Records (3),1987,1988,21
MPC Ltd.,2000,2000,11
MPG,1993,1998,18
MPI,1987,1992,22
MPI (4),1985,1987,14
MPI Home Entertainment,1989,1989,12
MPM Recordings,1991,1991,17
MPR Musik,1989,2004,23
MRA Entertainment Group,1997,2000,12
MRC (11),1983,1984,20
MRP Music Group Inc.,2000,2005,19
MS Records (4),1986,1987,15
MSC Entertainment,2002,2003,23
MSP (5),2000,2001,12
MSP Records,2001,2003,22
MSP Records (6),1987,1990,11
MSR,1988,2002,17
MSR Productions (2),1990,1997,21
MSR Records (2),1980,1987,16
MSS Records (2),1994,2000,20
MST (Musique Sauvagement Transmissible),2000,2000,22
MT Holding,2001,2003,15
MTE Records (2),1992,2002,16
MTG-Productions,1994,1994,15
MTM Ltd.,1993,1993,19
MTM Music (2),1997,2000,19
MTM Privacy,1982,1983,22
MTR,1988,1991,12
MTV Home Entertainment,1999,1999,15
MTV Home Video,1996,1998,12
MU Records,1982,1988,15
MUE Records,2004,2005,13
MUSICDOME,1992,2005,22
MUZIK,1996,2000,13
MVM (9),1982,1982,13
MVP Records (5),1995,1996,19
MVine,2005,2005,14
MXL Music,1991,1992,23
MZ (2),1992,1993,13
MaMa Records (7),2003,2005,19
Mabley Street Productions,1989,1994,16
Mac / Eddy Records,1980,1982,19
Mac Mix,1995,1995,15
Mac Records (4),1980,1982,14
Macabre Mementos Records,1999,2000,18
Macaco Records,1991,1991,13
Mach2 Music,1987,1987,12
Machine Heart Music,2002,2003,20
Machine Machine Records,1994,1999,16
Machine Records,1984,1985,13
Machinery Productions,2001,2004,18
Macintosh,2000,2001,13
Mack Life,1999,1999,12
Mackworld Records,1999,2005,13
Macondo (3),2004,2004,13
Macrolon,1999,1999,12
Mad Bull Music,1998,1999,16
Mad Cow,1997,1997,11
Mad Doc Records,1999,1999,11
Mad Driver Records,1997,2002,20
Mad House Projects,1993,1996,14
Mad House Records,1992,1994,14
Mad Nurse,2004,2005,14
Mad Pig Records,1984,1984,16
Mad Production,1998,1998,11
Mad Queen Records,1985,1993,11
Mad Rat,1989,1989,12
Mad Records (2),1981,1984,17
Mad Science,2003,2005,19
Mad Science Records,2002,2002,15
Mad Skippers,2000,2003,24
Mada Music,2001,2004,17
Madacy Christian Music,2000,2003,11
Madacy Entertainment Group,1995,2000,24
"Madacy Entertainment Group, Ltd.",2003,2004,13
Madacy Label Group,2000,2000,16
Madd Dawgz Records,2000,2000,17
Madd Records (3),2002,2004,12
Madd Society Records,1998,2001,19
Made In Detroit (2),1991,1994,14
Made In England,2003,2004,17
Made In Mexico,1998,1999,23
Made Of Brown Productions,2001,2001,11
Madhouse (5),1995,1995,15
Madia Records,1984,1987,13
Madierpo,1991,1994,12
Madison Discos,1995,1997,11
Madrasell Musik,1999,2000,14
Madskull Records,1999,2001,14
Madstorm Production,1996,1996,12
Maelstrom Recordings,1995,1997,24
Maestro (9),1988,1992,12
Maestro Masters,1984,1995,14
Maestro Music Productions,1999,2003,22
Maestro Records (5),1994,1999,13
Maffia Music,1999,2000,23
Mafia Money Records,1994,1999,13
Mafia Records (2),2003,2003,16
Mafioso Records (2),1993,1996,11
Magazyn Hip-Hop.pl,2002,2003,13
Magazyn Silesia,1998,1998,18
Magdalene Records,1999,2001,16
Maggadee Records,1994,1998,21
Magi Records,1999,2001,17
Magia Records,1991,1995,14
Magic If,1998,1999,21
Magic Market,1980,1986,11
Magic Moon Records,1980,1980,18
Magic Music (2),2004,2005,16
Magic Music (9),1990,1996,14
Magic Productions,1984,1997,19
Magic Records (12),1983,1983,14
Magic World Media Kft.,2002,2005,16
Magical Jack Records,1994,1996,17
Magna Carta (2),1998,2000,25
Magnatone Products,1991,1992,16
Magnet (6),1986,2000,25
Magnetic (2),1987,1989,12
Magnetic Music Ltd.,1994,1996,11
Magnetic Recordings,1997,2000,11
Magni Dischi,2000,2005,17
Magnicidio Records,2003,2004,13
Magnifique Music,2004,2005,17
Magnolia Sound,1987,1987,25
Magnum Records International,1987,1990,21
Magoo Records,1996,1996,14
Magyar Művelődési Intézet,1994,1994,18
Magyar Zeneklub,1994,1996,12
Magyarországi Német Néptánchagyományok Ápolása Alapítvány = Stiftung Ungarndeutsches Volkstanzgut,1998,2003,12
Mah Records,1992,1999,18
Maharaja Entertainments,2002,2002,12
Maharishi Gandharva-Ved Music,1990,1992,18
Maho Pop,1990,1995,24
Mai Tai Records,1995,1998,16
Maia Records (2),1988,1997,11
Maildex,1989,1989,11
Main Dish,1996,1999,23
Main Event Records,1986,1990,14
Main Ingredient Recordings,1996,1996,23
Main Room Records,1995,1996,14
Main Spring,2003,2005,13
Main Street Records,1994,1996,19
Mainframe (2),1993,1994,16
Mainline Music,2001,2003,11
Mainout,2003,2004,11
Maison Emmathis,2000,2001,20
Majestic 12,1998,1999,20
Majestic Latin CD Pool,2003,2003,11
Majestic Moods,1995,1997,13
Majestic Recordings Inc.,2003,2004,21
Majestic Rock Japan,2004,2005,23
Major Ego Produkt,1996,1997,13
Major Hits Records,2000,2001,17
Major Label Records,1980,1997,12
Major Oak Records,1991,2003,12
Major Records International,1988,1991,24
Major Tom,1982,1982,18
Major Tom (2),1999,1999,18
Majors Music,2003,2003,25
Majör Özgün Müzik Yapım,1988,1994,17
Makaveli Records,1996,1996,25
Make It Happen,1998,1998,19
Make Me Smile,1992,1992,15
Make Some Noise,2001,2003,15
Make Up Your World,2000,2004,11
Makin' Records (USA),1997,1997,17
Mako Records (4),1995,2003,25
Makoché,1994,2004,25
Makoki Records,1997,2002,16
Malaco Jazz,1988,1988,11
Malaco Jazz Classics,1998,1999,11
Malandro Records,1996,1998,18
Malasaña 1,1994,1998,14
Maldoror,1987,1988,14
Maldoror (2),2002,2003,15
Malego Records,1992,1995,13
Malign Massacre Records,1981,1985,17
Malignant Antibody,2000,2000,12
Maljugin Musik,1990,1997,19
Malmberg,1998,1999,15
Malta Music Indonesia,2002,2003,11
Mama Records (5),1985,1987,16
Mama's Boys,2000,2002,13
Mama's Yard Collective,1994,1995,25
Mambito Records,2002,2002,17
Mambo Music (6),1985,1989,12
Mamutt Discos,1999,2000,12
Man At The Off Licence,1980,1982,15
Man From Uncle Records,1994,1995,25
Man Records (4),1994,1996,23
Manali Records,2003,2004,18
Manas Records,1997,1997,11
Manastir Vavedenje Presvete Bogorodice Beograd,1996,2001,13
Manchester Records,1995,1995,13
Mandalay Records,1997,1998,16
Mandarina Records (2),1990,2005,14
Mandinga,1998,1998,15
Mandingo Hot Steppers,1982,1983,14
Mandisa Inc.,1999,2005,13
Manga Beat,1998,1998,11
Manga Films,2000,2003,15
Manglehead Records,1986,1998,19
Mango Boy,2000,2002,14
Manhattan Production Music,1984,1987,11
Mani,1981,1982,12
Mani Musik,1982,1983,11
Mania D'partment,1997,1997,16
Maniacal Brutality Productions,1997,1998,13
Manic Ride Records,2004,2004,19
"Manifesto Records, Inc.",1991,2001,15
Manimal Productions,1997,1998,13
Manimal Records,1997,2001,21
Manmade,1997,1999,14
Manna (5),1990,1991,11
Mannequin Records,1980,1982,12
Mannie Fresh Yellow Tape Music,1996,1997,16
Manny Music,1991,1991,25
Manoemusik,1997,1997,11
Manorama Music,2000,2004,11
Manrec,1998,1999,18
Mansfield Recordings,2004,2004,20
Mantella,1993,1996,21
Mantra Records (2),1986,1988,23
Manual Music (2),1996,2003,11
Manufacture Sound Output Company,1988,1990,14
Manufaktur,1992,1995,11
Manuka Sounds,2002,2003,14
Manuka Studios,1998,1998,19
Manzana Producciones Discograficas,1990,1993,23
Manzanita Productions,1996,1997,12
Manöver,2004,2004,11
Mao,2002,2005,22
Map (2),1983,1993,13
Maple Street Music,1996,1997,20
Maplenationwide,2003,2005,15
Mapleshade Productions,1990,2001,16
Maracatu,1983,1992,13
Maranatha Records,1995,1996,15
Marathon Records,1994,1996,12
Maravillosos Ruidos - Blizing Noize Records,2004,2005,13
Marc Aurel Edition,1998,1999,24
Marc Music,2002,2004,19
Marccato Edicions,2001,2003,11
March Hare Music,1986,1989,23
Marche Funebre Productions,2005,2005,11
Marcion Records,1997,1997,15
Marco Zappa,1988,2003,16
Marcophon,1985,1985,16
Marea Rock,1996,1996,14
Marejada,1987,1987,15
Marfix,1991,1999,22
Mari Nakome,2002,2005,15
Marimba,1985,1995,13
Marimba Records,1987,1988,22
Marin Ionică Production,1997,1999,19
Marion Roehl Recordings,1993,1996,11
Maris Music,2005,2005,14
Marisma,1985,1986,20
Marista Music Company,1991,2004,12
MarkTon Studio,1993,1993,11
Marko's Music Ltd.,1996,1998,12
Marlee Records,1994,1997,11
Marlstone Music,2004,2005,12
Marmaduke records,1991,1997,19
Marmottes,1982,2001,12
Marquis Records (4),1982,1983,16
Mars (15),1999,2003,18
Marshall Cavendish Ltd,1984,1995,14
Marshall Pickering Records,1986,1987,22
Marshmallow,1997,1999,22
Marshmellow Records,1982,2003,13
Marsk Music,1996,2000,23
Marston Records,1997,2000,21
Martana,1983,1986,19
Martha Stewart Living,2000,2002,11
Martian Records,1999,1999,21
Martian Records (3),1980,1984,11
Martin Records,1981,1994,12
Martin's Music,1982,1984,22
Martingale Music,2003,2004,13
Martini,1984,1995,11
Marus (2),1980,1989,17
Marva Records,1982,1983,12
