Label,First release,Last release,Releases
Marvelous Enterprises,1996,1996,20
Marxan Records,1998,1998,13
Marzidovshek Minimal Laboratorium,1984,1985,24
Mas I Mas Records,1993,1998,15
Mascal Records,1980,1980,17
Maskros Music,1998,1999,19
MaskulTapes,1994,1995,11
Masonic Records,1995,1995,14
Masquerade Music (2),1994,1997,13
Mass Transit Records,2000,2001,14
Mass Vinyl Recordings,1994,1996,18
Massa- Carrara M. C.,1998,2000,14
Massacred Melodies,1995,1995,11
Massive Dance Attack,1996,1996,15
Massive International,1987,2004,20
Massive Mixtapes,1997,1999,14
Massive Music,1994,1998,14
Massive Music Company,1997,1998,23
Massive Sounds,1995,1996,17
Massmen Records,1998,1998,23
Mastana,1982,1983,11
Mastello Recortz,2001,2005,15
Master (7),1982,1984,17
Master Beat,1992,1992,19
Master Class (2),1996,2000,15
Master Company,2000,2000,12
Master Detective,1999,1999,18
Master M.C. Records Company,1992,1993,11
Master Mix,1992,1993,20
Master Music (4),2001,2003,14
Master One Productions,2005,2005,16
Master Production,1996,1998,13
Master Program,1985,1985,12
Master Records (2),2000,2000,21
Master Your Mind Productions,1983,1985,13
MasterMusic,1997,1997,16
Masterdisc (5),1992,1993,25
Mastermind,1990,1992,20
Masterpiece (15),1981,1981,15
Masters Classic,1988,1995,20
Masters Of Art (3),1995,2000,15
Masters Of Funck,1997,2000,22
Masters Of Music (2),1990,1990,24
Masters Of Music (4),1988,1999,11
Masters Records,1986,1992,18
Mastersound,1994,1997,18
Masterstroke,2004,2005,15
Mastersun,1994,2001,24
Mastertone,1995,2000,24
Mastervox Records,1998,2000,21
Matador (5),1989,1990,13
Matako Mazuri Records,1983,1984,11
Matarile Pop Records,1997,1997,13
Matatu Records,1997,2002,24
Match Made In Heaven Music,1998,1999,12
Match Music,1984,1985,25
Materials,1999,2001,20
Materie Records,2003,2005,22
Math-A-Matic Recordings,1997,1998,11
Matlock Records,1998,2000,14
Matraca,1998,1998,24
Matraka Diskak,1991,1993,22
Matsuri Productions Tokyo,1996,1998,20
Matter/:Form Records,2001,2002,16
Mauer,1993,1996,21
Maumau Music,1989,1990,11
Mausoleum Classix Records,1996,1997,11
Maverick Music,1997,2000,15
Maverik Records (2),1996,1997,12
Mawa Film & Medien,1996,1997,11
Max 35 Productions,1996,1996,11
Max I Mum,1999,1999,11
Max Music (9),2001,2002,13
Max Music Latin,1998,1999,16
Max Music Records GmbH,1995,1999,12
Max Records (6),1994,1994,13
Max'n,1994,1996,22
Maxi 2000 Records,1997,2000,11
Maxi Music (3),1999,2001,16
Maxi Tuning,1999,2000,21
Maxidentity,2002,2005,13
Maximal Recordings,2004,2004,13
Maximum Collection,1999,2000,19
Maximum Metal,1997,1998,16
Maximum Music Group,1997,2005,18
Maximum Pressure,2002,2002,13
Maximum Productions,1998,2000,12
Maximum Punishment,2004,2004,12
Maximum Respect,2000,2003,18
Maximum Voice Production,1993,1999,17
Maxiplay,1987,1990,16
Maxiplay Pops,1989,1990,21
Maxisom,1987,1991,11
May Records,1983,1998,18
Maya Label,1996,1998,11
Mayfair Music,2004,2005,20
Mayflower Records,1994,1995,14
Mayim,1981,1983,18
Mayking Records,1989,1994,20
Maypole,1996,1998,15
Maze Records,1986,1987,20
Mazzo,1995,1996,14
Mañana,2004,2004,18
Mačji Disk,1991,2001,23
Me And My Blues Records,1997,2000,21
Me Records,1992,1995,22
Meadow Records,2002,2004,13
Meadowlark Records (2),1984,1985,16
Mean Mountain Music,1981,1982,12
Mean Mr. Mustard Records,2004,2004,16
Mean Recordings,1992,1993,12
Mean Records,1981,1982,25
Mean Street,1999,2000,25
Meat Hook Productions,1995,1999,16
Meat Records,1990,1993,18
Meathead Records,1993,1993,21
Meaty Moosic,2000,2001,25
Mecca,1995,2000,11
Mecca Records,1998,1998,21
Medea Records,1998,2000,18
Media,2002,2003,24
Media Blitz Productions,1987,1990,20
Media Control,1994,1995,12
Media Creature Music,2002,2002,21
Media Motion,1982,1982,17
Media Records (5),2004,2004,11
Media Records (6),1997,2002,20
Media Rings,1992,1998,16
Media Services,1996,2004,24
Media Toys Production,2002,2002,12
Media UK,1992,1993,15
Media World,2001,2002,11
MediaServicesNYC.com,2000,2004,12
Mediasat America Ltd.,1997,1998,11
Mediatrix Publishing,2000,2001,11
Mediavox,1992,1993,13
Medical Records (19),1980,1980,20
Medicine Records,1985,1986,11
Mediterraneo Digital Music S.L.,1997,1997,18
Medium First Press,1987,1987,16
Mediální Agentura Most,1997,1998,14
Medusa (12),1997,1999,12
Medusa (9),2003,2003,18
Medusa Productions,2000,2005,18
Meek Records,1988,1997,20
Meen Music,1994,2000,16
Mega,1990,1992,20
Mega Bass,1994,1999,11
Mega Beat,1995,1995,13
Mega Beat Records,1991,1991,11
Mega International Records (2),1998,2005,12
Mega Music Brasil,2002,2003,12
Mega Music Collection,2001,2002,11
Mega Records (2),1999,2000,24
Mega Records (6),1992,1992,13
Mega Records (8),1993,1994,21
Mega Rekod,1986,1986,12
Mega-Mixx Industries Ltd.,1990,1993,19
Mega-Ton-Music,1994,1997,14
"MegaDiscos - Sociedade de Composição Fonográfica, Lda.",1995,1997,12
MegaScorpion Recordings,2002,2003,23
Megablast,1997,1997,17
Megadiscos,1994,1996,13
Megafilm,1998,1998,12
Megaherz,1992,1992,21
"Megajam Records, Inc.",1988,1989,24
Megakult Records,2002,2002,14
Megalux,1999,2003,13
Megamagomusic,1981,1990,23
Megamusica,1997,2004,24
Megaphone Limited,1993,1993,18
Megarock,1997,1997,15
Megaton (4),1991,1994,16
Megaton Records,1993,1994,16
Megatone House Records,1989,1990,14
Megatrax,1987,1988,11
Megatón,1990,2003,16
Megawatt,1992,1994,11
Megton,1990,1993,14
Mehr Kohle Records,2003,2005,14
Mehrwert Records,1997,1999,18
Meika Music (2),1998,2002,25
Meilicke Records,1990,1990,12
Meister Klassik,1988,1988,25
Meister Music (2),1997,2002,24
Meiway Organisation,1989,1994,11
Mel Bay,1985,1994,25
Melancholia Records,2002,2002,15
Melancronicam,1998,1999,17
Melantrich,1990,1995,14
Melchizedek,1986,2003,13
Melcot Music,1992,2003,16
Meldac Jazz,1995,1996,23
Mele Marce Records,1992,1995,20
Melektronikk,2001,2003,15
Melendo Records,1988,1993,22
Melisma (2),1986,1996,18
Melke Marketing,1996,1998,11
Meller Welle Produkte,1990,2003,23
Mellowvibes Records,1998,1999,22
Melmac Records,1991,1994,15
Melo Stripes,2002,2002,15
Melo-Mix Records,1997,1998,18
Melodia Records (2),1995,1998,13
Melodian Records,1989,1992,14
Melodias De Ayer Y De Hoy,1986,1987,24
Melodic Mayhem Music,2001,2002,18
Melodika (3),2002,2003,25
Melodius Fonk Recordings,2001,2003,13
Melodiya Azerbaijan,2003,2003,24
"Melodiya Record Company, USSR",1991,1991,11
Melodiya Records,1995,1998,21
Melody House Promotions,1995,1998,11
Melody Latina,2001,2001,11
Melody Platino Especial,1988,1988,21
Melody Premium Siglo XXI,1989,1989,11
Melody Productions,1994,1994,16
Melomaniac Metalmedia Records,1998,2002,20
Melplay Music,2004,2004,13
Mels Music,1987,1989,11
Meltdown,1991,1991,12
Meltdown Records (2),1992,1996,16
Melted Records,1995,1996,14
Meltemi Music,1984,1990,19
Meltin' Production,1992,1998,15
Members Only (2),1986,1986,16
Meme,1998,1998,16
Memo Records (2),1998,1999,19
Memo Records (3),1983,1989,16
Memoir Classics,1990,1999,19
Memoria (2),1985,1986,15
Memory Boy Records,2002,2003,17
Memory Lab,2000,2003,23
Memory Lane,2003,2004,11
Memory Records (2),1980,1983,11
Memphis Archives,1994,1995,22
Memphis International Edition,1984,1989,20
Memphix,1999,2005,23
Memória,1982,1982,23
Memórias,1997,2001,14
Menace Records,1998,2000,21
Mendit,1997,1998,17
Menes Music Group,1998,1998,12
Menes Records,1993,1993,25
Menestrèrs Gascons,1984,1988,12
Meniscus,1998,2001,12
Mensch Records,1987,1988,17
Mental Action Direct,2000,2000,12
Mental Decay Records,1984,1997,12
Mental Monkey Records,2000,2004,15
Mental Movement Recordings,1997,1998,19
Mental Records,1997,2004,13
Mental Records (2),1998,2005,17
Mental Works,1999,1999,18
Mental.Ind.Records,2001,2003,20
Mentality Records,1994,2000,23
Mentes Abiertas,1992,1996,13
Menthe De Chat,2004,2005,12
Menthol,1997,1997,22
Menuet,1986,1988,25
Menus And Music,1989,2004,11
Merceedee's Tuotanto,2000,2003,11
Merciless Core Records,1996,1999,19
Mercurochrome,2000,2002,12
Mercury Black Vinyl,1995,1997,18
"Mercury Music Entertainment Co., Ltd.",1996,1998,16
Mercury Promotions,1994,1997,23
Mercury Records Australia,1989,1995,11
Mercury Records B.V.,1992,1993,17
Mercy Records,1991,1991,17
Mercy Records (12),1982,1989,19
Merengazo Records,1994,1995,19
Mergela Records,1995,1998,23
Merger Records,1989,1993,14
Merica,1997,1998,11
Meridian Records (5),1981,2000,19
Merimpex,1984,1985,19
Merit Records,1983,1984,20
MerkTon Spott-Light,1987,1993,23
Mermaid,1999,2000,13
Merriweather Records Ltd.,1997,2001,16
Merwi Records,1993,1995,22
"Mesa/Bluemoon Recordings, Inc.",1995,1996,11
Mesh Records,1998,1998,12
Meso Productions,2001,2003,13
Messenger Music,1986,1987,13
Messenjah Music Records,2005,2005,14
Messiah Complex,1990,1990,18
Messiah Records (3),1999,2002,11
Messias Medien,1993,2005,12
Mesters,2002,2004,11
Meta Media Records,1998,2002,13
Meta Music,1995,2002,22
Metachord,1998,2001,12
Metachord Kft.,1997,2004,12
Metal 13,1997,1997,20
Metal Age Recordings,1997,2000,23
Metal Bastard,1996,2003,20
Metal Biter,1990,1995,22
Metal Blade Records GmbH,1998,2003,13
Metal Blade Video,1988,1992,20
Metal Breath Production,1994,2003,19
Metal Discos,1995,1995,15
Metal For Muthas,2003,2003,18
Metal Fortress Entertainment,2001,2005,21
Metal Hammer Israel,2000,2001,12
Metal Jeers Production,2003,2005,11
Metal Legions,2000,2000,12
Metal Merchant Records,1997,1999,14
Metal War Productions,2001,2001,13
Metal Warriors,1997,1999,15
Metal-Is Records (2),2000,2001,24
Metalbox,1997,1997,14
Metalcore,1989,1989,25
Metaldisque,1989,1990,14
Metalimbo Records,1992,1997,12
Metallian,1996,2001,11
MetalruleZ Productions,2003,2004,16
Metamatic (2),1993,1993,14
Metamerism,1988,1991,11
Metamorphos,1995,2001,24
Metanoia Records,1992,1993,17
Metaphor,1989,2000,11
Metaphor Recordings,2003,2003,11
Metatronix,2000,2002,18
Metempsicosi Music,2005,2005,12
Meteor (4),1992,1993,15
Meteor Front Row,1994,1994,16
Method (4),1996,2001,19
Method 11:11,1997,1999,22
Metonymic,1995,2005,22
Metric Style Records,2003,2004,11
Metrix Recordings,1998,1999,14
"Metro Casa Musical, S.A. De C.V.",1985,2001,13
Metro Mix,1990,1991,23
Metro Music (8),1993,1995,12
Metro Music International,1988,1988,17
Metro Records (9),1991,1993,20
Metro Trax Records,1999,2003,17
Metro-America,1983,1986,20
Metrodome Group PLC,1999,1999,17
Metromusic,2004,2004,11
Metronom,2002,2003,14
Metronomas,1994,1997,13
Metropol (3),1987,1987,25
Metropol Music (2),1999,1999,12
Metropole Music,1995,1996,14
Metropolis (3),1990,1991,18
Metropolis Records (2),1985,1986,12
Metropolitan,1987,1987,15
Metropolitan (4),1987,1988,11
Metropolitan Filmexport,1996,1998,13
Metrostar,1984,2001,15
Metrowealth,2001,2004,13
Meukskrede Records,1982,1988,17
Meurtre Noir Records,2003,2004,25
Mews5,1998,2001,20
Mg Records (2),1990,1994,14
Mhonday Music,2002,2002,21
Mi Mort,1983,1985,12
Mi5 Recordings UK,2002,2003,17
MiaDreamworld,2002,2004,16
Miami Soul,1992,1992,14
Mian Music,2002,2002,13
Mic Productions,1981,1981,19
Micah Records,1999,2000,15
Michael Schenker Records,1997,1999,14
Michel Levy Productions,1986,2004,13
Michele International Ltd.,1988,1993,19
Michga Records,1982,1988,25
Michigan Satellite Records,1984,1984,12
Michèle Torr Production,2003,2005,11
Mickael,1980,1989,20
Micki,1980,1982,14
Micky Records.,1991,1997,19
Micocci Dischitalia Editori,1992,2002,21
Micocci IT Dischi,1992,1992,13
Micro Genetic Records,1990,1992,15
Micro Music (3),1997,2001,11
"Microfon U.S.A., Inc.",1990,1992,12
Microphone Records (2),1991,1991,17
Microprofit Kiadó,1993,1993,19
Microsoft Corporation,1993,1996,12
Microsoft Windows,1994,1995,13
Mid Records,1998,1998,11
Mid-Nite,1999,1999,25
Midas Music,1988,1989,18
Midas Music (7),1998,1998,14
Midas Records (3),2004,2004,18
Midas Records Limited,1983,1983,17
Midder Music,1991,1992,18
Midem,1983,2003,12
Midfinger Records,2004,2004,19
Midge Records,2002,2005,23
Midget Music Group,1992,1992,13
Midi War,1995,1995,18
Midia Brasil Virtual Musix,2001,2004,14
Midnight Fantasy Records,1994,1995,16
Midnight Gold Record Co.,1980,1980,11
Midnight Music (2),1988,1989,15
Midnight Music France,1989,1990,12
Midnight Skies,2000,2005,11
Midnight Sun,1997,2003,12
Midnight Sun Records,1985,1985,22
Midnite Recordings,1999,2000,11
Miez Records,1993,1999,14
Migas Real Compact,1991,1995,12
Mighty Fun,1997,1998,14
Mighty Records (2),1994,1994,14
Mighty Roots Inc.,1982,1995,13
Mighty Sound,2002,2005,19
Mika Ja Turkka Mali Oy,1982,1986,19
Mikado (2),1996,1998,25
Mikado Records,1989,1995,19
Mike Fitzgerald Records,2003,2005,22
Mikeli Music,1992,2000,15
Mikki House,1990,1991,23
Mil Records,1999,2001,22
Milch (2),1993,1993,11
Mile 329,2001,2002,16
Milestone (2),1996,1999,24
Milestone Records (5),1989,1996,25
Milhan Müzik,1994,2003,22
Milieu Records,2001,2003,13
Militant Muzik (2),2000,2001,22
Milk Recordings,1997,1998,19
Milk Shake Music,1990,1990,13
Milk Tank Records,1997,1999,11
Milk'n Honey,1998,1999,20
Milkshakes Records,1981,1986,11
Milkyway Cassettes,1982,1991,15
Millano,1980,1980,14
Millenia Music,1999,2001,11
Millenium Metal Music,2000,2003,17
Millennium Classics,1996,1996,22
Millennium Jazz,1999,2001,17
Millennium Music (2),2002,2002,15
Milletlerarası Müzik Yayınları Ltd.,1986,1987,24
Millstream Records,1984,1992,24
Milos Music,1984,1984,19
Miltona Records,1998,1999,12
Mimosa (5),1991,1991,18
Mimosa Recordings,2004,2004,15
Mind Control Records (2),1988,1991,11
Mind Expanding Records,1981,1982,12
Mind Horizon Recordings,1998,1999,19
Mind Matter Records,1984,1987,12
Mind Of A Child Records,1993,1993,13
Mind To Mind Music,1997,1999,15
MindNote,2004,2005,21
MindiDiscs,2000,2000,11
Mindless Production,1999,2005,12
Mindscan Tapes,1988,1988,19
Mindshift Records,2003,2003,18
Minerva,1995,1998,15
Minerva Records (5),1982,1984,12
Mingo Music,1985,1998,11
Mini White,1999,2000,11
Miniature Records,2001,2002,13
Minidoka Records,1988,1990,11
Minimaxima,2004,2004,24
Mining Vinyl,2000,2005,13
Minner Bucket,1998,1999,16
Minor Disturbance Records,2003,2003,24
Minor Major Music,1992,2003,11
Minority / One Records,1994,1995,18
Minos EMI CD Club,1994,1994,11
Minos-Emi,1992,1994,18
Minstrel Records,1993,1993,13
Mint (2),1991,1996,16
Mint Condition Records,2000,2001,11
Mint Sound,1984,1988,25
Mint Tone,1991,1993,14
"Minz Records Production, INC",1993,1997,14
Mio Records,2002,2003,12
Miq Productions,1999,2000,11
Mira Sound/Mirapuri Verlag,1986,2000,12
Mirabilis (2),1990,1990,11
Miracle,1995,1995,17
Miracle (3),1987,1989,12
Miracle (5),1987,1989,16
Miracle Records,1991,1994,22
Miracle Records (3),1992,1992,24
Miracle Records (7),1988,1990,15
Miracle Records Inc.,1987,1989,12
Miracle!,1986,1988,14
Miracle! Records,1985,1985,18
Mirage,1987,1997,24
Mirage (3),1996,1999,12
Miramar Productions,1985,1993,12
Miramar Recordings,1988,1997,15
Miramax,1998,2004,14
Miramax Film Corp.,1996,2002,13
Miranda Records (3),1992,1993,12
Mirason,1980,1980,17
Mirasound Studio,1987,2000,13
Mirdovo Hudební Studio,1992,1994,12
Mirgin/U.K.A. Records,1993,1995,19
Mirror (2),1982,1982,15
Mirror Ball,1999,1999,17
Mirror Image Entertainment,1995,1996,24
Mirunja Records,1995,2000,11
Mirus,1983,1983,11
Mis Label,1990,2004,12
Misawa Home,1986,1988,11
Misery Loves Co.,1984,1999,12
Missdemeanours Music,2003,2004,13
Missing In Action (2),1992,1993,12
Missing Words Records,1999,2001,13
Missio,2000,2002,12
Mission Control,1999,2000,11
Mission Discs,1983,1991,13
Mission Hill Records,1999,1999,18
Mission Impossible Records,1998,2000,12
Missouri State Old Time Fiddlers Association,1987,1995,14
Mista Wilks Productions,2005,2005,12
Mister X Produzioni,1989,1994,13
Mister-Ron Records,1988,1988,18
Mix Factory,1990,1995,23
Mix House,1990,1997,18
Mix Music A.Ş.,1992,1992,20
Mix-It,1989,1992,12
Mix2inside Records,2002,2002,21
Mixdown Records (2),1991,1992,11
"Mixed Emotions Record Co., Inc.",1990,1992,12
Mixer,1998,1999,15
Mixing Finga Muzic,2001,2002,22
Mixing Records (2),1991,1994,11
Mixis,1989,1989,13
Mixmaster Records,2001,2001,21
Mixmen Connection,1995,1997,12
Mixology Recordings,2000,2001,11
Mixx-It,1987,1988,16
Mizmaze,1999,2002,13
Mo Fire Records,2002,2005,14
Mo Rhythm Records,1994,1994,15
Mo Wax Excursions,1994,1996,24
Mo' Funk Records,1995,2000,11
Mo' Hop Records,1993,1994,11
Mo' Music,1993,1995,21
Mo'Betta Vibes,1995,1996,11
Mo'Smog Records,2000,2001,12
Moamoo,2005,2005,21
Mob City Records (2),1996,2000,12
Mob Handed,1995,1995,13
Mobb Status Entertainment,1998,2001,15
Mobilé,2002,2004,14
Mobstyle Records,1993,2003,17
Moby Dick,1995,1995,17
Moby Disc,2000,2005,21
Moby Disk Records,1996,2003,13
Mocambo (3),1988,1990,13
Mod Lang Records,1994,1996,15
Mod Müzik,2002,2005,20
Mode 99,1992,1992,22
Mode Laser,1984,1990,25
Model House,1983,1988,20
Models Inc.,1995,1995,12
Modern Art Records (2),1987,1988,23
Modern Blues Recordings,1986,1989,19
Modern Drummer,1986,1998,17
Modern Entertainment,2000,2004,14
Modern Moves,2000,2002,15
Modern Music Records,1998,2000,12
Modern Primitive,1992,1993,14
Modern Records (17),1983,1984,17
Modern Records Munich,1985,1989,12
Modern Relic Records,1985,2003,11
Modern Video,1990,1990,20
Modern Voices Records,1992,1998,20
Modica Music (2),2000,2003,12
Modified Motion,2003,2004,11
Modjo Music,2000,2001,21
Modtryk,1983,2001,11
Modular Music Channel,1999,1999,19
Modular Records,1996,1998,13
Modulate,2002,2003,11
Module Recordings,1997,1999,19
Modus Operandi (2),1996,1996,19
Moe Records,1998,2000,18
Moganono Records,1998,2000,13
Mogiphone,1987,1999,17
Mogul Electro,2001,2003,13
Mogull Entertainment,1992,1992,16
Mohabeer Records,1981,1993,12
Moidart,1991,1991,12
Moidart Music Group Ltd,1985,1992,15
Moist Records,1999,2002,21
Moist Records (2),1990,1991,14
Moizn Records,1988,1999,11
Moja Entertainment Group,1995,1995,11
Mojave Records,1994,1995,12
Mojito Records (3),1996,1998,12
Mojo Music (3),2003,2004,19
Molar Records,1998,2000,13
Molasses Manifesto,1999,2000,11
Mole Jazz,1980,1989,24
Mole UK,1998,2001,14
Molecular Funk Guerilla,2005,2005,12
Molenaar's Muziekcentrale,1984,1990,13
Mollebone Music,1980,1989,19
Mollycoddle,1993,1994,11
Mollywood,1988,2002,17
Moloko Plus Fanzine,1998,1998,15
Moloko Records,1994,1997,15
Molten Metal USA,1991,1995,13
Mom 'N' Dad Productions,1992,2004,11
Momentum Scandinavia,2003,2004,12
Momoi Kaori,1981,1984,11
Mon Mothma Recordings,2005,2005,12
Mona Hip Hop,2000,2000,16
Monad Records (2),1993,1994,24
Monastère De Chevetogne,1980,1987,16
Mondo Estéreo,1991,1992,11
Mondo Rhythmica Records,2001,2001,15
Monie Mu$$,1997,1997,21
Monie Muzik,1997,1999,13
Monkey Boy Records,1993,2005,19
Monkey Fruit,1996,1996,11
Monkey Hill Records,1994,1996,15
Mono,1999,2005,22
Mono (3),1995,1996,20
Monochrome Tapes,1983,1985,11
Monogam,1980,1980,16
Monogram (3),1991,1993,13
Monohm,2003,2003,20
