Label,First release,Last release,Releases
Relevo,1983,1983,6
Reli Records,2003,2004,5
Reliable Records,1988,1995,6
Reliance Jamaica Productions,1981,1984,6
Relic Records (2),1999,2003,5
Relic Silver,2005,2005,6
Relics,1980,1981,5
Relics Records,1998,2003,8
Reliquias,1996,1999,5
"Relix Records, Inc.",1985,1995,6
Rely On Records,1997,2004,8
Remarque Records,1990,1990,8
Remedie,1997,1997,9
Remedy Records (6),2004,2005,6
Remedy Records (9),1986,1989,7
Remember '79,1980,1989,6
Remembering Mark Feld-Records,1995,1999,9
Remind Records,2003,2004,9
Remix Korea,2001,2002,9
Remix Nation,1993,1993,6
Remmelt Records,1999,2003,8
Remora,1993,1993,8
Remote Control Records,1989,1989,6
Remote Music (2),2004,2005,10
Remove All Music,2000,2005,10
Remy Records (2),1980,1986,7
Ren-Ga,2005,2005,9
Rena Records,1992,1993,9
Rena Sound,1981,1981,6
Renad,1998,2001,6
Renaissance (7),1989,1989,7
Renaissance Infinity Recordings,1994,1995,5
Renaissance Projects,1997,2004,5
Renaissance Records,2003,2003,5
Renaissance Records (13),2001,2002,7
Rendez Vous,1988,1988,6
Rendez-Vous,1991,1995,6
Rendezvous (2),1985,1986,7
Rendezvous Recordings,1996,1997,8
Rendezvouz Radikal,1997,1997,6
Renegade Records (2),1981,1981,8
Renegade Records (4),2001,2001,7
Renegade Records NYC,1994,1997,7
Renovation Records,2001,2005,5
Rent A Poet,1993,2001,8
Rent Money Recordings,2000,2001,5
"Rent Productions, Inc.",1983,1983,6
Rent To Own Records,1993,1994,8
Rentner Records,1981,1981,10
René Production,1992,1999,6
Renée Records,1989,1989,6
Repeat (2),1997,1999,10
Repel Records,1996,1997,9
Reperecords,1997,1999,6
Rephi Records,1985,1986,9
Replay (10),2003,2004,5
Replay Music,1991,2005,7
Replicant Music Trading Corp.,2000,2004,5
Replicant Records,1994,2001,5
Replicator,1995,1996,8
Repo Recordings,1998,2003,7
RepoRecords UK,2000,2003,6
Represent Entertainment,1995,1996,7
Reprezent,2005,2005,5
Repro Recordings,1991,1991,5
Repro-Man,1997,1997,5
Reprocreate Records,2005,2005,7
Reptile Recordings,2000,2001,6
Reptile Recordings (2),2002,2002,5
Reptile Records (4),1988,1989,5
Reputation Records,1996,1996,8
Requentado Records,2005,2005,5
Request Records (3),1990,1990,8
Request Records (5),1988,1988,8
Requiem Recordings,1997,2001,6
Res Freq Recordings,2003,2005,8
Rescue Records (7),1994,1995,6
Research,1996,1997,9
Research And Development,1993,1994,9
Research PCM Record,1987,1987,10
Research Recordings,2004,2005,8
Reserved Records (2),2001,2002,7
Reserved Sounds,2004,2004,9
Reservoir Records,1996,1996,10
Reset Music,1993,1994,7
Reset Production,2003,2003,5
Resident Records,2000,2001,8
Resin Music,1999,2002,10
Resist Music (2),2004,2005,6
Resist Recordings,1995,1999,5
Resistance (4),2001,2001,7
Resistance Records,1998,1999,5
Resistance Records (11),1985,1989,5
Resistance Records (2),1983,1984,8
Resistance Records (4),1989,1991,9
Resistencia Records (2),1997,2000,6
Resistor Records,1996,1996,6
Resmiranda,1987,1989,8
Resolve,1996,1997,10
Resolve Records (2),2000,2000,10
Resonance (5),1992,1993,9
Resonance Records U.S.,1995,1996,5
Resonance.dk,2000,2001,8
Resonant Records,1981,1981,5
Resonanz Music-Production,1988,1988,5
Resort Music,1993,2000,5
Resort Records,1998,2000,8
Resort Records (2),1996,2000,5
Resort Theory Entertainment,1995,1997,8
Resounds,1999,2000,10
Resource,1993,1993,7
Resource Records (4),1986,1986,6
Respiro Music (Alive),2001,2001,7
Resplendence Prods.,1995,1996,9
Resta Rude Recs.,1998,2000,6
Resting Bird Entertainment,2003,2004,6
Restless Brand,1996,2003,7
Restless Records (2),1986,1986,5
Resto Records,1994,1994,6
Resurrection,2001,2001,8
Resurrection (2),2001,2003,8
Resurrection Music Group,1999,2002,10
Resurrection Recordings,2004,2004,7
Retaliate Records,1997,1999,6
Retard Records (2),1998,2002,6
Retching Wretch Records,1987,1989,8
Reticulated Records,1995,2003,5
Retina France,1999,2000,5
Retro (7),1995,1995,5
Retroafric,1986,1996,7
Retrograde Records (3),1996,1997,7
Retrospective Recordings,2001,2002,9
Returmusik,1997,2002,8
Reuille Verlag,1988,1998,8
Reunion Muzik,1995,1996,7
"Reunion Records, Inc.",1982,2003,9
ReuschenRotzRekords,1990,1995,10
Rev Stone Music,2002,2005,7
Revako Levyt,1986,1989,7
Revelation,1980,1991,7
Revelation (15),1980,1981,6
Revelation Records (22),1993,2000,5
Revelation Records (9),1988,1988,6
Revelation Time Records,1989,1992,6
Reveley Records,2000,2003,7
Revenge (7),1980,1981,7
Revenge Music Force,1991,1991,8
Revenge Productions (2),2002,2005,7
Revenge Records (7),1994,1995,6
Reverberation (2),1994,1995,5
Reverie Records (3),1997,2002,6
Reverse Angle,2003,2003,7
Reverse Curve Records,1997,1997,6
Reverse Vinyl,2004,2004,5
Reversing Recordings,1994,1995,8
Revilla Records,2000,2001,10
Revinyl Records,1997,1999,10
Revisited Records,1989,2005,7
Revista Showbizz,1998,2000,7
Revival (12),1986,1986,7
Revival Records (5),1985,1986,5
Revival Wax,1986,1986,5
Revival now! Resources,1999,1999,9
Revivaltime Media Ministries,1981,1985,7
Revivaltown Communications,2001,2003,5
Revo,1982,1982,7
Revoe,1986,1995,8
Revolg Records,1999,2000,8
Revolting Records,1984,2002,7
Revolution (21),1994,1995,6
Revolution (3),2000,2001,5
Revolution Entertainment,2001,2002,9
Revolution No 9,1996,1999,8
Revolution Records (11),1992,1994,9
Revolution Records (12),1986,1989,9
Revolution Records Syndicate,1986,1988,5
Revolution Rock,1990,1993,9
Revolution Studios (2),2004,2005,5
Revolutionary Audio,2000,2002,5
Revolver - Archiv Für Aktuelle Kunst,1999,2003,9
Revolving Records,1985,1988,8
Revolving Records (3),2001,2002,6
Revolving Records (5),1993,1993,8
Rewind (7),1994,1996,5
Rewind (Bootleg From Paris),2003,2003,5
Reworked (2),2003,2003,7
Rex Forlag,1986,1992,7
Rex Morgan Records,1999,2004,7
Rexhouse Records,2005,2005,7
Rexsen,1997,1997,5
Rezonance Q,2001,2001,8
Rezzonant Recordings,2001,2001,8
Rhage Records,1989,1992,5
Rheinklang,1984,1987,6
Rhema Produções,1996,1996,6
Rhesus Records,1994,1996,8
Rhine,1993,2000,5
Rhinebeat,1992,1993,8
Rhinestone Rooster Records,1986,1995,6
Rhino Records (7),1993,1993,7
Rhizome Sketch,1985,1985,7
Rhodesia Productions,1987,1988,5
Rhodium Records,1981,2001,5
Rhubarb Records (2),1995,2003,9
Rhumba Muzik,2002,2002,10
Rhyme Time Records,1992,1992,5
Rhyme Time Records (2),1992,1992,7
Rhymes Records Rhythms,1992,1993,8
Rhystop,2001,2003,6
Rhythm & Groove Records,2000,2002,10
Rhythm & Love Recordings,1992,1994,7
Rhythm 'n' Booze,2005,2005,5
Rhythm (10),2003,2003,5
Rhythm (7),1991,1991,7
Rhythm And Business,1990,1990,6
Rhythm Distribution,1996,1996,7
Rhythm Division,1996,1997,10
Rhythm Drive Records,2002,2003,7
Rhythm Foundation Records,1990,1991,5
Rhythm Fusion Records,2004,2004,6
Rhythm In Action,1993,1994,8
Rhythm Method,1990,2002,5
Rhythm Nation,1997,1997,8
Rhythm Of Atlanta Records,1995,1995,7
Rhythm Of Life (2),1992,1993,5
Rhythm Of Sickness Records,1996,1996,6
Rhythm Of Time,1996,1997,6
Rhythm On Disc,1990,2001,5
Rhythm Park,2000,2000,7
Rhythm Records (2),1987,1999,5
Rhythm Scan Recordings,1996,2003,8
Rhythm Street Records (3),1995,1996,5
Rhythm Suite,1996,1997,10
Rhythm Thief Records,1999,2000,10
Rhythm'n'Business Records,1994,1995,5
Rhythmatic Rage,1991,1992,10
Rhythmbeat Records,1989,1991,5
Rhythmic Medicine,1984,1994,7
"Rhythms of The East, Inc.",1992,1992,5
RiJiD Records,1985,1985,5
Ria Records,1986,1986,10
Ria Records (3),1986,1996,7
Rialto Records (2),1988,1994,6
Ribbonwood,1988,1990,6
Ribit Records International,1980,1994,9
Ribot Classic,1990,1992,6
Ric Hard Jr. Records,1997,1998,6
Ric Rac Records (2),1980,1986,5
Rice Records (10),1991,1992,5
Rice Records UK,2004,2004,6
Rich & Famous Records,2000,2000,10
Rich Records (4),1987,1988,5
Richard Schmole Productions,1991,1997,7
Richmond County Archives,2001,2005,10
Richmond Records (8),1999,1999,8
Richter Records,1995,1997,5
Richter Records (2),1993,1998,7
Richter Records (3),1996,1998,8
Richter Scale Records (2),2001,2004,7
Rickshaw Records,1982,1994,9
Ricky Schroder Fan Club,1998,2000,6
Ricky. D Records,1998,2001,6
Rico Records (3),1981,1983,6
Ricochet Records (5),1996,1999,6
Ricordi (2),1996,1996,10
Rid'em,2002,2005,5
Riddim,1994,1995,8
Riddim House Productions,1994,1996,8
Riddim Records (2),1980,1980,5
Ride It Riddims,2000,2001,6
Rideonum Records,1996,2003,9
Rideout Records,1996,1999,7
Rider Network,1997,1997,7
Rider Records,1995,2004,8
Ridgewood Records,1990,1991,5
Ridiculous Records,1980,1995,5
Riff Raff,1983,1987,6
Riff Raff Records,1990,1992,10
Riff Records,1997,1997,8
Riff Records (14),1987,1996,6
Riffage Records,1999,2000,5
Riga records,2002,2005,8
Right Eye Records,2001,2004,6
Right Minded Records,2003,2004,6
Right On Records (5),2005,2005,8
Right On Rhythm,1996,1998,9
Right Side Records,1987,1987,7
Right Stuff,1982,2003,5
Right Time Records,1991,1991,7
"Right Touch Productions, Inc.",1996,1996,5
Righteous Dude Music,1988,1992,9
Rightwide Records,1994,1995,7
Rigid Records (5),1992,1998,6
Rigor Records,1995,1996,7
Riitta Records,2005,2005,9
Rik Records,1980,1983,6
Rikskonsertene,1994,1999,6
Riksmålsforbundet,1987,1989,6
Riksteatern,1987,1993,7
Rillenwerke,1981,2004,9
Rim Country Records,1984,1993,5
Rima,1993,1997,10
Rime Records,1986,1986,6
Rimshop Records,1999,1999,6
Rimshot Records,1994,1996,8
Rimshot Records (4),2004,2005,8
Rimu,1991,1996,10
Rincon Recordings,1990,1990,10
Ring Music Oy,1987,1987,7
Ring-A-Round Records,1984,1984,5
Ringelpietz Music,2004,2004,5
Ringent Records,1984,1984,6
Ringo Records (8),2000,2005,5
Ringsaker I.F.,1981,1985,10
Ringside Records,1992,1994,7
Rinsin' Recordings,1995,1995,5
Rio Claro Produções,1986,1987,10
Rio Star Entertainment,1998,1998,10
Rio8 Fonografico,2003,2005,8
Riot Bible,1985,1986,7
Riot City Japan,1998,2002,6
Riot Club,2001,2001,7
Riot Pictures,2001,2002,5
Riot Recordings,2002,2002,8
Riot Rock Records,2001,2001,7
Riot Rules Records,1998,1998,9
Riot Tapes,1999,1999,8
Riot Tapes (2),1999,1999,5
Rip Producciones,1994,1996,5
Rip Tide Records (2),2001,2004,5
Ripe & Ready Records,1997,1997,10
Ripe Analogue Waveforms (RAW) Remix,2003,2003,10
Ripe Records,1995,1996,6
Ripe Records (4),1995,2002,10
Ripe Rips,2000,2001,5
Ripete Records,1992,2000,7
Riposte.rec,1998,1998,7
Ripple (5),1991,2003,6
Riptide,2002,2003,5
Riptide Recordings (2),1994,1995,7
Riptide Records,1992,2004,10
Rise & Shine Music Company,1992,1996,5
Rise Above,2002,2003,9
Rise And Defeat,2003,2003,7
Rise And Fall Records,2004,2005,9
Rise Entertainment (2),2002,2005,8
Rise Lis'S (2),1998,1998,8
Risen Son Records,1987,2002,6
Risestar Music,2004,2005,7
Risin Records,1988,1988,10
Rising AG,1989,1989,5
Rising High USA,1995,1995,7
Rising Records (6),1983,1994,6
Rising Rose Records,2000,2000,7
Rising Star Music,1998,2002,6
Rising Stars,2001,2001,6
Rising Storm Productions,1993,1996,8
Rising Sun,2000,2000,5
Rising Sun Records (17),1980,1980,7
Risk,2001,2002,8
Risk Disc,2001,2005,10
Risk Entertainment,2003,2003,5
Risonanze (3),1993,1993,7
Rissa,1996,2001,8
Rissole Records (2),1980,1984,8
Ristin Voitto Ry,1982,1986,7
Ritalin Aktif,2001,2001,7
Ritalin Records,1996,1997,6
Riteroad Music (2),2001,2004,5
Ritmika Records,2001,2003,6
Ritmo Vitale,1994,1996,5
Ritter Records,2004,2004,9
Ritual (2),1991,1993,5
Ritual De Sombras,1991,1993,6
Ritual Document Release,1998,2001,7
Rituals Of Trinidad,1995,1995,10
Rituals Records,1997,1997,9
Ritz Music Group PLC,1996,1999,7
Rival (7),1990,1992,5
Rival Records (2),2004,2004,8
Rivell Inc.,1992,1992,5
Rivendale Records,1997,2001,5
River Bottom Entertainment,2003,2003,9
River City Brass Band,1988,1988,5
River City Records,1986,1993,9
River Filf Records,1989,1989,6
River Grande Records,1995,1999,5
River Music (芮河音樂) (2),1999,1999,6
River Records (12),1983,1990,9
River Records (2),2001,2002,5
River Records (26),1998,2002,7
River Records (9),1989,1991,5
River Records INC,1983,1985,7
River Road Records (2),1994,1994,6
River Valley Records,1991,1996,8
River Way,1996,1996,9
River-T Records,1994,1995,8
RiverRecords,1988,1989,6
Rivera Records,1984,1990,6
Riverbank Records,1983,1983,10
Riverboat Music (2),1995,1995,9
Rivercidal Syndicate Records,1998,2005,8
Rivercrest Music,1996,2005,6
Riverhead Records,1992,1993,6
Riversal Records,1998,1998,9
Riverside,1994,1995,5
Riverside (6),1982,1983,6
Riverside Productions (2),1989,1998,7
Riversmeet Records,1986,1986,6
Riviera Disques,1999,2000,7
Riviera Records (2),1982,1983,5
Rix Records,1989,1989,7
Rizing Records,2000,2001,6
Rkm,1980,1983,5
Ro-JAM,1996,1999,6
Roach Motel,2003,2003,6
Roachender Records,1995,1997,8
Road,2002,2003,10
Road Busters,1994,1995,7
Road Productions,1982,1982,7
Road Runner,1998,1998,5
Road Show Productions,1998,2003,6
Road Trip Records,2000,2002,9
RoadTooth Records,1994,2003,5
Roadblock Records (2),1991,1991,6
Roadhouse Music,1992,1992,8
Roadhouse Records,1999,2003,6
Roadhouse Tunes,2005,2005,6
Roadkill Records,2004,2005,8
Roadruiner Records,1996,1996,8
Roadrunner Brasil,1994,1996,6
Roadrunner Brasil Produções Fonográficas Ltda,1997,2003,7
Roadshow Video Publishing,1991,1991,8
Roadster Records,1980,1982,8
Roadtrip,1994,1995,5
Roadwarrior Records,2002,2003,5
Roane Records,1983,2004,8
Roar Music,1999,2002,6
Roar Recordings,1993,1996,9
Roar Records (9),1998,1998,8
Roars Recording,1997,1998,6
Roarshack Records,1992,1995,9
Roastnik,1996,1996,5
Rob N Hood Records,2003,2003,6
Rob No-Kneez Entertainment,1997,1997,5
Robbaudio,2004,2004,6
Robben Island Records,2001,2001,6
Robeast Records,1994,1994,7
Robespierre Records Srl,1992,1993,6
Robin Discs,1998,1999,6
Robinson & Son Records,1988,1990,5
Robinwood Productions,2001,2003,5
Robo Records,2002,2002,10
Robosapien Recordings,2001,2003,5
Robot,1998,2002,10
Robot Düsseldorf,1986,1989,7
Robot Records (3),2002,2004,5
Robotic Resistance Records,2001,2003,5
Robotopera,2005,2005,7
Robotriot,2002,2003,5
Robroy Music,1981,1984,8
Roc & Presta Recordings,1998,1998,8
Roc Rulin' Records,1988,1990,7
Roc Steadi Records,1998,1998,6
Roccaz Records,1997,1997,5
Rocco Fresco,1986,1986,10
Rocio Producciones Inc.,2002,2005,7
Rock & Groove Records,2004,2004,7
Rock 'N' Diamond Records,1983,1987,8
Rock 'n' Roll High School,1993,1996,5
Rock 86 Productions,1986,1986,6
Rock Addiction,1991,1996,7
Rock Against Rock Records,1992,1992,9
Rock And Fuck Records,1999,1999,5
Rock And Roll Discos,2001,2003,7
Rock And Roll Records,1980,1980,6
Rock Archiv,1994,1996,6
Rock Bottom Entertainment,1999,2001,5
Rock Bottom Records,2002,2005,5
Rock Box Records,1986,2001,8
Rock Bucker,1995,1996,6
Rock Can Roll Records,2004,2005,6
Rock Chronicles,1984,1985,10
Rock City Records (10),1981,1984,5
Rock City Records (2),1983,1984,9
Rock City Records (5),2002,2004,5
Rock City Records (8),1992,1998,10
Rock Classics (4),1987,1991,8
Rock Classics Ltd,2003,2003,8
Rock Dream Records (2),1986,1988,7
Rock Guitar Heroes (2),1990,2000,6
Rock Hard Records (2),1990,1990,9
Rock House (2),1994,1994,7
Rock International,1998,1999,8
Rock It (5),2003,2004,7
Rock It Records,1996,2003,8
Rock It! TV,2003,2004,6
Rock Land,1990,1992,7
Rock Legends (3),1993,1998,8
Rock Market,2003,2004,5
Rock Mot Rus,1985,1988,9
Rock Music Memorabilia,2001,2003,9
Rock Muxxic,2000,2003,7
Rock N Hood Records,1988,1998,5
Rock Of The Beast,1996,1997,6
Rock Owl Records,1988,1991,8
Rock Palace Records,2000,2002,10
Rock Power Magazine,1991,1992,8
Rock Record,2001,2001,7
"Rock Records & Tapes (Korea) Ltd., Co.",1995,1995,5
Rock Records & Tapes (M) Sdn. Bhd.,1994,1995,5
Rock Records (Korea),1997,2000,9
Rock Records (S) Pte Ltd.,1996,2001,9
"Rock Records (Taiwan) Co., Ltd.",1996,1997,6
Rock Records (Thailand),1998,1998,8
"Rock Records Co., Ltd.",2000,2000,8
Rock Records Philippines Inc.,1989,2001,6
Rock River Communications,1998,2003,6
"Rock River Communications, Inc.",1999,2003,10
Rock Scope,1981,1981,5
Rock Shots,1984,1986,7
Rock Solid Audio,2001,2003,5
Rock Solid Records,1982,1999,7
Rock The House Records,1987,1987,5
Rock á Go Go Club,1988,1996,7
Rock's Club,2000,2000,6
Rock-2-Def Music,2000,2003,5
Rock-It Records (7),1990,1990,5
Rock-Line Records,1993,2005,7
Rock-o-Rama Records,1990,2000,6
RockNRoll Blitzkrieg,1999,2001,8
RockOnRom,1999,1999,6
RockWorld Bt.,1994,1999,6
Rocka Rolla (2),1992,1997,8
Rockabilly Records (2),1983,1990,6
Rockabilly Ripper,1990,1990,5
Rockafellas Recordings,2000,2001,7
Rockafeller Records,1993,1993,6
Rockall Music,1989,1991,5
Rockamundo,1993,1996,5
Rockaway Records (2),1988,1988,6
Rockboy Records,1997,1999,6
Rockcity Records Inc.,1984,1986,6
Rockdom Artists,2003,2003,5
Rockemotions,1998,2001,7
Rocker Records (6),1983,1984,5
Rockers Dubs,2004,2005,5
Rocket (12),1997,1999,6
Rocket Number Nine Records,1999,2000,9
Rocket Racket Cassettes,1989,1996,10
Rocket Reducer Records,1991,1992,9
RocketStar Recordings,2002,2002,10
Rocketdog Records,1998,2004,7
Rockfarm,1981,1982,8
Rockford Records,1984,1996,7
Rockfort Records,1987,1994,5
Rockgarage Records,1984,1985,6
Rockhaus Records,1984,2005,8
Rockin' Chair Records,2002,2002,7
Rockin' Horse Records (2),1980,1981,10
Rockin' House Records,1999,1999,6
Rockin' Records (3),1988,1989,5
Rockin' Rollin' Products,1994,1994,5
Rocking Horse Records (5),1987,1992,8
Rockinitus Records,1981,1985,5
Rockkarusellen,1987,1987,6
Rockline,1998,2002,8
Rockord,1988,1993,5
Rockout Records,1993,1993,10
Rockový Magazín Spark,2001,2005,7
Rockparty Records,1989,2001,8
Rocks Off Records,2001,2002,6
Rockslaget (2),1990,1996,8
Rockslide (2),2002,2003,10
Rockstar Music,1991,1993,5
Rockstar Records (3),1999,1999,5
Rockstars In Concert,1990,1992,6
Rocksteady Records,2003,2003,8
Rocktechno,1992,1992,6
Rockthology Production Group,2002,2004,8
Rocktiger Records,1986,2002,5
Rocktone International,1983,1983,5
Rocktops Oy,1997,2001,7
Rocktypen,2003,2004,6
Rockview Records,2005,2005,5
Rockwrok Records,1993,1993,7
Rocky Coast Music Inc.,1993,1996,9
Rocky Records (8),1990,1993,10
Rocwilda Entertainment,1997,2003,10
Rod Action Records,2000,2000,6
Rod And Staff (2),1995,1995,7
Roda Rock,1982,1982,6
Roddog Records,1997,1999,5
Rodell Records,1990,1997,6
Rodgers And Hammerstein,1994,1994,8
Rodi,1991,1991,6
Rodi Dalpe Recordz,1987,1990,6
"Rodney, Rodney!",1989,1989,8
"Rodven De México, S.A. De C.V.",1993,1994,5
Roe-City Records,1991,1992,5
Roebuck Records,1983,1993,8
Roesch Records,1992,1994,9
Roff Technologies,2000,2000,5
RoffKore Records,2002,2003,7
Roger Records (3),1988,1988,5
Rogers Broadcast Productions,1981,1984,10
Roggish Life Entertainment,2000,2005,6
Rogue Beat,2000,2002,10
Rogue Music,1998,1999,8
Rogue Productions,1982,1986,5
Roh,1989,1989,8
Roi Music,1983,1996,9
Roi Ponpon,2002,2002,8
Roihu Records,2005,2005,5
Rojam (2),1998,1998,5
Rojam Music,1997,1999,6
Rok Records (6),1986,1986,5
Rokirol Records,2005,2005,7
Rokker Records,1994,2002,5
Rol-Up Records,1993,1994,6
Rolax Records,2003,2003,10
Role Reversal Tapes,1999,2003,9
Rolecs Records,2000,2002,8
Roll 'Em Up Records,1991,1991,9
Roll On Records,1984,1989,10
Roll Over Records Ltd.,1980,1987,6
Roller Association,1994,1995,9
Roller Records (3),2003,2003,5
Roller Skate Records,1980,1982,8
Rollerball Records,1984,1985,6
Rollerderby Records,2002,2005,5
Rollin Record Enterprises,1997,1997,6
Rollin' & Tumblin' Records,1989,1998,6
Rollin' Hands Entertainment,1999,1999,5
Rollin' Records,1995,1995,6
Rollin' Records (2),1992,1992,6
Rolling House,2002,2003,9
Rolling Promotion,1990,1992,9
Rolling Rinsing,2000,2000,6
Rolling Shit On Records,1999,2004,5
